# cinzal-simulate-breakdown v1 seed=6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e git_sha=8d67b08a4bcbfe5530959475b79eb206174d2eb4 matches=10000 players=5 bots=drifter sweep=Rounds:15
status,error,sweep.Rounds,players,bot_tier,match_count,matches_completed,root_seed,git_sha,config_sha256,block,key,label,numerator,denominator,pooled_rate,per_match_mean,per_match_half_width,per_match_n,per_match_excluded
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_overall,all,halted / submitted non-empty routes,0,732805,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_match_over_threshold,0.15,matches whose own rate clears row 1's failing line,0,10000,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,1,"halted / submitted, this round only",0,48626,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,2,"halted / submitted, this round only",0,49062,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,3,"halted / submitted, this round only",0,49141,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,4,"halted / submitted, this round only",0,48915,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,5,"halted / submitted, this round only",0,48951,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,6,"halted / submitted, this round only",0,48636,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,7,"halted / submitted, this round only",0,48944,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,8,"halted / submitted, this round only",0,48992,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,9,"halted / submitted, this round only",0,48892,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,10,"halted / submitted, this round only",0,48831,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,11,"halted / submitted, this round only",0,48327,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,12,"halted / submitted, this round only",0,48878,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,13,"halted / submitted, this round only",0,48950,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,14,"halted / submitted, this round only",0,48886,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r1_round,15,"halted / submitted, this round only",0,48774,0.000000,0.000000,,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_overall,all,live incident rounds that hit at least one seat,51660,130000,0.397385,0.397385,0.001943,10000,0
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Flood,hazard,4835,8121,0.595370,0.595370,0.010676,8121,1879
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Snatch Job,hazard,6455,8151,0.791927,0.791927,0.008813,8151,1849
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Guard Sweep,hazard,6486,8191,0.791845,0.791845,0.008793,8191,1809
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Torched,hazard,1917,8210,0.233496,0.233496,0.009152,8210,1790
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Turf War,hazard,6488,8196,0.791606,0.791606,0.008794,8196,1804
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Streets Blocked,hazard,6417,8163,0.786108,0.786108,0.008896,8163,1837
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Gas Leak,hazard,0,8270,0.000000,0.000000,,8270,1730
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Riot,hazard,0,8210,0.000000,0.000000,,8210,1790
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Sinkhole,hazard,0,8126,0.000000,0.000000,,8126,1874
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Shakedown,hazard,6493,8196,0.792216,0.792216,0.008784,8196,1804
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Informant Ring,hazard,0,8166,0.000000,0.000000,,8166,1834
ok,,15,5,drifter,10000,10000,6e9de6981c839e3f965a2ec1cc24b8f4d0b27fcf8ab0a2fc65a61c53d066d98e,8d67b08a4bcbfe5530959475b79eb206174d2eb4,3d3d36a83644614ce748563136c5cff262b69f9d06ffad547134b75155bad1cc,r6_card,Spilled Load,boon,0,7984,0.000000,0.000000,,7984,2016
